adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy
H,Mo6Y6,-0.831015935,hollow-tilt|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Y']","[9, 10, 12]","['Mo', 'Mo', 'Y', 'Y', 'Mo', 'Mo', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,339.72,14.63,1.7854832389832282,6.800706666666667,0.601,554.4666666666667,-1.14499587644954,4.59164968483235,0.66926751528268,20.92
H,Mo6Y6,-0.632821821,hollow-tilt|A_B_B|HCP,L1_o,"['Mo', 'Y', 'Y']","[10, 11, 12]","['Mo', 'Mo', 'Y', 'Y', 'Mo', 'Mo', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,339.72,14.63,1.475902961430574,6.508983333333333,0.4539999999999999,472.9333333333334,-1.09035792472447,5.41804756406612,0.58232840030282,20.92
H,Mo6Zn6,-0.621623112,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[11, 12]","['Zn', 'Zn', 'Mo', 'Mo', 'Zn', 'Zn', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,290.595,9.27,2.16,7.09243,0.748,636.0,-0.590941068032116,3.52639494980375,0.567735087406271,7.171
H,Mo6Zn6,-0.620832485,bridge|B_B|A,L1_o,"['Zn', 'Zn']","[9, 10]","['Zn', 'Zn', 'Mo', 'Mo', 'Zn', 'Zn', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,290.595,9.27,1.65,9.394197,0.0,126.35,-6.84631658405658,1.33844442559389,0.996135413928875,7.171
H,Mo6Zn6,0.090295263,hollow|A_A_B|FCC,L1_o,"['Zn', 'Mo', 'Mo']","[9, 11, 12]","['Zn', 'Zn', 'Mo', 'Mo', 'Zn', 'Zn', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,290.595,9.27,1.9745303588757424,7.859685666666666,0.4986666666666666,466.1166666666666,-2.81662203283351,4.1973727019574,0.720161954692959,7.171
H,Mo6Zn6,0.098867801,hollow|A_B_B|FCC,L1_o,"['Zn', 'Zn', 'Mo']","[9, 10, 12]","['Zn', 'Zn', 'Mo', 'Mo', 'Zn', 'Zn', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,290.595,9.27,1.804986175056467,8.626941333333333,0.2493333333333333,296.2333333333333,-4.89733898595906,3.67437773042771,0.862660982693275,7.171
H,Mo6Zn6,-0.050885968,hollow-tilt|A_B_B|HCP,L1_o,"['Zn', 'Zn', 'Mo']","[9, 10, 11]","['Zn', 'Zn', 'Mo', 'Mo', 'Zn', 'Zn', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,290.595,9.27,1.804986175056467,8.626941333333333,0.2493333333333333,296.2333333333333,-4.89728427046557,3.67443434655538,0.862652493589893,7.171
H,Mo6Zr6,0.646948611,top|B,L1_o,['Zr'],[10],"['Zr', 'Zr', 'Mo', 'Zr', 'Zr', 'Mo', 'Mo']","[5, 6, 8, 9, 10, 11, 12]",1,318.95,11.7,1.33,6.634126,0.426,601.0,-0.685419828943737,5.67933438478867,0.545518212731243,24.22
H,Mo6Zr6,-0.765718818,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[11, 12]","['Zr', 'Zr', 'Mo', 'Mo', 'Zr', 'Zr', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,318.95,11.7,2.16,7.09243,0.748,636.0,-0.790619195572718,3.54587472265488,0.686399382501963,24.22
H,Mo6Zr6,-0.764454713,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Mo', 'Mo', 'Zr', 'Zr', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,318.95,11.7,1.33,6.634126,0.426,601.0,-0.685202457912218,5.67896293147958,0.545480441346128,24.22
H,Mo6Zr6,-0.870364004,hollow|A_A_B|FCC,L1_o,"['Zr', 'Mo', 'Mo']","[10, 11, 12]","['Zr', 'Zr', 'Mo', 'Mo', 'Zr', 'Zr', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,318.95,11.7,1.8376087399205268,6.939662,0.6406666666666666,624.3333333333333,-0.76243234747021,4.22507985698532,0.648641367320652,24.22
H,Mo6Zr6,-0.87168743,hollow|A_B_B|FCC,L1_o,"['Zr', 'Zr', 'Mo']","[9, 10, 11]","['Zr', 'Zr', 'Mo', 'Mo', 'Zr', 'Zr', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,318.95,11.7,1.563336056033475,6.786894,0.5333333333333333,612.6666666666666,-0.727982755224647,4.92647244841803,0.602654008739067,24.22
H,Nb6Ni6,-0.521059905,bridge|B_B|A,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Nb', 'Nb', 'Ni', 'Ni', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",2,341.22,8.71,1.91,7.639878,1.156,395.2,-1.54571623581439,1.83960446444993,0.911399626887524,9.229
H,Nb6Ni6,-0.715174081,hollow|A_A_B|HCP,L1_o,"['Ni', 'Nb', 'Nb']","[10, 11, 12]","['Ni', 'Ni', 'Nb', 'Nb', 'Ni', 'Ni', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,341.22,8.71,1.6972967417494789,7.052526,0.996,609.5999999999999,-1.03187543582247,3.02556905193657,0.698745370088099,9.229
H,Nb6Ni6,-0.661540035,hollow|A_A_B|FCC,L1_o,"['Ni', 'Nb', 'Nb']","[9, 11, 12]","['Ni', 'Ni', 'Nb', 'Nb', 'Ni', 'Ni', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,341.22,8.71,1.6972967417494789,7.052526,0.996,609.5999999999999,-1.03164625436504,3.02550076589575,0.69873975547614,9.229
H,Nb6Ni6,-0.480931822,hollow|A_B_B|HCP,L1_o,"['Ni', 'Ni', 'Nb']","[9, 10, 11]","['Ni', 'Ni', 'Nb', 'Nb', 'Ni', 'Ni', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,341.22,8.71,1.8005101434708732,7.346202,1.0759999999999998,502.3999999999999,-1.31378597228918,2.46024823592438,0.815454336990614,9.229
H,Nb6Ni6,-0.500469867,hollow|A_B_B|FCC,L1_o,"['Ni', 'Ni', 'Nb']","[9, 10, 12]","['Ni', 'Ni', 'Nb', 'Nb', 'Ni', 'Ni', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,341.22,8.71,1.8005101434708732,7.346202,1.0759999999999998,502.3999999999999,-1.31387719771436,2.46019145067714,0.815474303473741,9.229
H,Nb6Os6,0.223389543,top|A,L1_o,['Nb'],[9],"['Nb', 'Os', 'Os', 'Nb', 'Nb', 'Os', 'Os']","[5, 7, 8, 9, 10, 11, 12]",1,301.74,9.625,1.6,6.75885,0.916,716.8,-0.95114232127081,5.54494614439151,0.508809836800869,6.735
H,Nb6Os6,-0.659958237,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Os']","[9, 10, 12]","['Nb', 'Nb', 'Os', 'Os', 'Nb', 'Nb', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.74,9.625,1.7791840724554524,7.318643333333334,0.9773333333333334,698.1999999999999,-1.32669458327721,5.18822411273062,0.611746240898232,6.735
H,Nb6Os6,-0.314538427,hollow|A_B_B|HCP,L1_o,"['Nb', 'Os', 'Os']","[10, 11, 12]","['Nb', 'Nb', 'Os', 'Os', 'Nb', 'Nb', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.74,9.625,1.9784349772994805,7.878436666666666,1.0386666666666666,679.5999999999999,-1.67080695544766,4.8126910109121,0.706055661739509,6.735
H,Nb6Pd6,0.178437697,top|A,L1_o,['Nb'],[9],"['Nb', 'Pd', 'Pd', 'Nb', 'Nb', 'Pd', 'Pd']","[6, 7, 8, 9, 10, 11, 12]",1,359.555,9.695,1.6,6.75885,0.916,716.8,-0.607955843088771,3.51198413761758,0.527368605389329,14.0
H,Nb6Pd6,-0.617522764,bridge|A_A|B,L1_o,"['Nb', 'Nb']","[9, 10]","['Nb', 'Nb', 'Pd', 'Pd', 'Nb', 'Nb', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,359.555,9.695,1.6,6.75885,0.916,716.8,-0.608190584360519,3.51184663723066,0.52742113258588,14.0
H,Nb6Pd6,-0.082525733,bridge|B_B|A,L1_o,"['Pd', 'Pd']","[11, 12]","['Nb', 'Nb', 'Pd', 'Pd', 'Nb', 'Nb', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,359.555,9.695,2.2,8.336839,0.562,396.7,-2.650072201851,2.333017772203,0.939436214257437,14.0
H,Nb6Pd6,-0.637409932,hollow|A_A_B|HCP,L1_o,"['Nb', 'Nb', 'Pd']","[9, 10, 11]","['Nb', 'Nb', 'Pd', 'Pd', 'Nb', 'Nb', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.555,9.695,1.7791840724554524,7.284846333333332,0.798,610.0999999999999,-1.42486404999662,3.2525066548338,0.692209802046688,14.0
H,Nb6Pd6,-0.601748461,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Pd']","[9, 10, 12]","['Nb', 'Nb', 'Pd', 'Pd', 'Nb', 'Nb', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.555,9.695,1.7791840724554524,7.284846333333332,0.798,610.0999999999999,-1.42486198764041,3.25251022304964,0.692209772063279,14.0
H,Nb6Pd6,-0.263753549,hollow|A_B_B|HCP,L1_o,"['Nb', 'Pd', 'Pd']","[10, 11, 12]","['Nb', 'Nb', 'Pd', 'Pd', 'Nb', 'Nb', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.555,9.695,1.9784349772994805,7.810842666666666,0.6799999999999999,503.4,-2.09319740780565,2.85470683182539,0.827065015194868,14.0
H,Nb6Pd6,-0.288705844,hollow|A_B_B|FCC,L1_o,"['Nb', 'Pd', 'Pd']","[9, 11, 12]","['Nb', 'Nb', 'Pd', 'Pd', 'Nb', 'Nb', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.555,9.695,1.9784349772994805,7.810842666666666,0.6799999999999999,503.4,-2.0929425589155,2.85484765087184,0.827014566470012,14.0
H,Nb6Pt6,-0.590736422,hollow|A_A_B|HCP,L1_o,"['Nb', 'Nb', 'Pt']","[9, 10, 11]","['Nb', 'Nb', 'Pt', 'Pt', 'Nb', 'Nb', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.23,9.96,1.8004936917417056,7.492176666666666,1.3199999999999998,647.8666666666666,-1.60273055200541,3.58171231529371,0.686135658220179,9.074
H,Nb6Pt6,-0.411627692,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Pt']","[9, 10, 12]","['Nb', 'Nb', 'Pt', 'Pt', 'Nb', 'Nb', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.23,9.96,1.8004936917417056,7.492176666666666,1.3199999999999998,647.8666666666666,-1.60274472817292,3.58170823070674,0.686139181678744,9.074
H,Nb6Pt6,-0.124256294,hollow|A_B_B|HCP,L1_o,"['Nb', 'Pt', 'Pt']","[10, 11, 12]","['Nb', 'Nb', 'Pt', 'Pt', 'Nb', 'Nb', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.23,9.96,2.026110958751047,8.225503333333332,1.7240000000000002,578.9333333333333,-2.32169357372547,3.31796579927734,0.813130767292884,9.074
H,Nb6Pt6,-0.211498984,hollow|A_B_B|FCC,L1_o,"['Nb', 'Pt', 'Pt']","[9, 11, 12]","['Nb', 'Nb', 'Pt', 'Pt', 'Nb', 'Nb', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.23,9.96,2.026110958751047,8.225503333333332,1.7240000000000002,578.9333333333333,-2.3219589685868,3.31787451635345,0.813179363637614,9.074
H,Nb6Re6,0.50031449,top|A,L1_o,['Nb'],[9],"['Nb', 'Re', 'Re', 'Nb', 'Nb', 'Re', 'Re']","[6, 7, 8, 9, 10, 11, 12]",1,303.07000000000005,9.845,1.6,6.75885,0.916,716.8,-0.909547796261327,5.48147664176491,0.556204625775875,10.41
H,Nb6Re6,-0.238788737,top|B,L1_o,['Re'],[11],"['Nb', 'Nb', 'Re', 'Nb', 'Nb', 'Re', 'Re']","[5, 6, 8, 9, 10, 11, 12]",1,303.07000000000005,9.845,1.9,7.83352,0.15,738.0,-1.52016985010596,4.64590968011931,0.74227737662516,10.41
H,Nb6Re6,-0.883223832,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Re']","[9, 10, 12]","['Nb', 'Nb', 'Re', 'Re', 'Nb', 'Nb', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,303.07000000000005,9.845,1.6943294337019572,7.117073333333332,0.6606666666666666,723.8666666666666,-1.12795694150132,5.20588180409688,0.62278779240607,10.41
H,Nb6Re6,-0.545341167,hollow|A_B_B|HCP,L1_o,"['Nb', 'Re', 'Re']","[10, 11, 12]","['Nb', 'Nb', 'Re', 'Re', 'Nb', 'Nb', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,303.07000000000005,9.845,1.794220143692997,7.475296666666666,0.4053333333333333,730.9333333333334,-1.33095332074625,4.92786895786021,0.6846411582859,10.41
H,Nb6Rh6,-0.508119259,bridge|A_A|B,L1_o,"['Nb', 'Nb']","[9, 10]","['Nb', 'Nb', 'Rh', 'Rh', 'Nb', 'Nb', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.19,9.555,1.6,6.75885,0.916,716.8,-0.581534942445029,5.34574206643654,0.504581389019554,11.21
H,Nb6Rh6,-0.611105368,hollow|A_A_B|HCP,L1_o,"['Nb', 'Nb', 'Rh']","[9, 10, 11]","['Nb', 'Nb', 'Rh', 'Rh', 'Nb', 'Nb', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.19,9.555,1.8004936917417056,6.992199999999999,0.9896666666666668,650.0999999999999,-1.05773866535476,4.71447455791333,0.63778729813174,11.21
H,Nb6Rh6,-0.729951087,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Rh']","[9, 10, 12]","['Nb', 'Nb', 'Rh', 'Rh', 'Nb', 'Nb', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.19,9.555,1.8004936917417056,6.992199999999999,0.9896666666666668,650.0999999999999,-1.05779037513271,4.71447330271533,0.637795664893227,11.21
H,Nb6Rh6,-0.527363966,hollow|A_B_B|HCP,L1_o,"['Nb', 'Rh', 'Rh']","[10, 11, 12]","['Nb', 'Nb', 'Rh', 'Rh', 'Nb', 'Nb', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.19,9.555,2.026110958751047,7.225549999999999,1.0633333333333332,583.4,-1.4812358816623,4.02409878462243,0.756264063670727,11.21
H,Nb6Rh6,-0.436995233,hollow|A_B_B|FCC,L1_o,"['Nb', 'Rh', 'Rh']","[9, 11, 12]","['Nb', 'Nb', 'Rh', 'Rh', 'Nb', 'Nb', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.19,9.555,2.026110958751047,7.225549999999999,1.0633333333333332,583.4,-1.481393363152,4.02405643058584,0.756292613243561,11.21
H,Nb6Ru6,-0.628619703,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Ru']","[9, 10, 12]","['Nb', 'Nb', 'Ru', 'Ru', 'Nb', 'Nb', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,300.315,9.5,1.7791840724554524,6.9594,0.9606666666666668,679.7666666666667,-1.27567762402156,4.7153309354915,0.613456633402813,6.615
H,Nb6Ru6,-0.389703072,hollow|A_B_B|HCP,L1_o,"['Nb', 'Ru', 'Ru']","[10, 11, 12]","['Nb', 'Nb', 'Ru', 'Ru', 'Nb', 'Nb', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,300.315,9.5,1.9784349772994805,7.159949999999999,1.0053333333333332,642.7333333333333,-1.59390387252229,4.24590114142072,0.712721564327057,6.615
H,Nb6Sc6,0.455520063,top|B,L1_o,['Sc'],[10],"['Sc', 'Sc', 'Nb', 'Sc', 'Sc', 'Nb', 'Nb']","[5, 6, 8, 9, 10, 11, 12]",1,330.47,12.915,1.36,6.56149,0.188,334.0,-0.312926154766745,4.12950008447948,0.400660701719819,27.29
H,Nb6Sc6,-0.441874914,bridge|B_B|A,L1_o,"['Sc', 'Sc']","[9, 10]","['Sc', 'Sc', 'Nb', 'Nb', 'Sc', 'Sc', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",2,330.47,12.915,1.36,6.56149,0.188,334.0,-0.313980742423131,4.13036103514601,0.40090903386404,27.29
H,Nb6Sc6,-0.942171445,hollow|A_A_B|HCP,L1_o,"['Sc', 'Nb', 'Nb']","[10, 11, 12]","['Sc', 'Sc', 'Nb', 'Nb', 'Sc', 'Sc', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.47,12.915,1.5156291794974552,6.693063333333333,0.6733333333333333,589.1999999999999,-0.825579195340548,4.06273803808312,0.629066277938606,27.29
H,Nb6Sc6,-0.839167513,hollow|A_A_B|FCC,L1_o,"['Sc', 'Nb', 'Nb']","[9, 11, 12]","['Sc', 'Sc', 'Nb', 'Nb', 'Sc', 'Sc', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.47,12.915,1.5156291794974552,6.693063333333333,0.6733333333333333,589.1999999999999,-0.826339016741425,4.06316399293773,0.629278055093928,27.29
H,Nb6Sc6,-0.872307033,hollow|A_B_B|HCP,L1_o,"['Sc', 'Sc', 'Nb']","[9, 10, 11]","['Sc', 'Sc', 'Nb', 'Nb', 'Sc', 'Sc', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.47,12.915,1.4357073810900811,6.627276666666667,0.4306666666666666,461.6,-0.59641559078579,4.10119018102081,0.526835860555818,27.29
H,Nb6Sc6,-0.839274862,hollow|A_B_B|FCC,L1_o,"['Sc', 'Sc', 'Nb']","[9, 10, 12]","['Sc', 'Sc', 'Nb', 'Nb', 'Sc', 'Sc', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.47,12.915,1.4357073810900811,6.627276666666667,0.4306666666666666,461.6,-0.596450648855374,4.10120242241123,0.526849905508311,27.29
H,Nb6Ta6,-0.952307277,hollow|A_A_B|HCP,L1_o,"['Nb', 'Nb', 'Ta']","[9, 10, 11]","['Nb', 'Nb', 'Ta', 'Ta', 'Nb', 'Nb', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.08500000000004,10.84,1.5659470564675455,7.022423666666666,0.718,734.8666666666666,-0.339824587505782,4.94032526768059,0.51615947770439,12.23
H,Nb6Ta6,-0.841050949,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Ta']","[9, 10, 12]","['Nb', 'Nb', 'Ta', 'Ta', 'Nb', 'Nb', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.08500000000004,10.84,1.5659470564675455,7.022423666666666,0.718,734.8666666666666,-0.340020339506908,4.94054504545958,0.51618239301302,12.23
H,Nb6Ta6,-0.972541526,hollow|A_B_B|HCP,L1_o,"['Nb', 'Ta', 'Ta']","[10, 11, 12]","['Nb', 'Nb', 'Ta', 'Ta', 'Nb', 'Nb', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.08500000000004,10.84,1.5326188647871062,7.285997333333331,0.52,752.9333333333334,-0.399713344865316,5.16521962008895,0.52030458477937,12.23
H,Nb6Ta6,-0.882166534,hollow|A_B_B|FCC,L1_o,"['Nb', 'Ta', 'Ta']","[9, 11, 12]","['Nb', 'Nb', 'Ta', 'Ta', 'Nb', 'Nb', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.08500000000004,10.84,1.5326188647871062,7.285997333333331,0.52,752.9333333333334,-0.399687055721458,5.16521094334106,0.520300454262213,12.23
H,Nb6Tc6,0.396337071,top|A,L1_o,['Nb'],[9],"['Nb', 'Tc', 'Tc', 'Nb', 'Nb', 'Tc', 'Tc']","[5, 7, 8, 9, 10, 11, 12]",1,301.77,9.73,1.6,6.75885,0.916,716.8,-0.934644488294101,5.08170792217122,0.547035876995607,0.0002825
H,Nb6Tc6,-0.559529319,bridge|B_B|A,L1_o,"['Tc', 'Tc']","[11, 12]","['Nb', 'Nb', 'Tc', 'Tc', 'Nb', 'Nb', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",2,301.77,9.73,1.9,7.11938,0.55,573.0,-1.37016037284714,3.91872050527527,0.747547594933353,0.0002825
H,Nb6Tc6,-0.800164212,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'Tc']","[9, 10, 11]","['Nb', 'Nb', 'Tc', 'Tc', 'Nb', 'Nb', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.77,9.73,1.6943294337019572,6.8790266666666655,0.794,668.8666666666666,-1.09642624970112,4.68814522641001,0.621533615870626,0.0002825
H,Nb6Tc6,-0.572045331,hollow|A_B_B|HCP,L1_o,"['Nb', 'Tc', 'Tc']","[9, 11, 12]","['Nb', 'Nb', 'Tc', 'Tc', 'Nb', 'Nb', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.77,9.73,1.794220143692997,6.999203333333332,0.6719999999999999,620.9333333333333,-1.24075408088121,4.30184474887907,0.687974577740516,0.0002825
H,Nb6Ti6,-0.959663194,hollow|A_A_B|HCP,L1_o,"['Ti', 'Nb', 'Nb']","[10, 11, 12]","['Ti', 'Ti', 'Nb', 'Nb', 'Ti', 'Ti', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,312.56,10.735,1.5797446577698937,6.78194,0.637,625.7666666666667,-0.896508712616278,4.19139744584954,0.633438003396152,10.33
H,Nb6Ti6,-0.843196295,hollow|A_A_B|FCC,L1_o,"['Ti', 'Nb', 'Nb']","[9, 11, 12]","['Ti', 'Ti', 'Nb', 'Nb', 'Ti', 'Ti', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,312.56,10.735,1.5797446577698937,6.78194,0.637,625.7666666666667,-0.896732084778196,4.19151211697525,0.633491903289742,10.33
H,Nb6Ti6,-0.937078698,hollow|A_B_B|HCP,L1_o,"['Ti', 'Ti', 'Nb']","[9, 10, 11]","['Ti', 'Ti', 'Nb', 'Nb', 'Ti', 'Ti', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,312.56,10.735,1.5597457398453236,6.80503,0.358,534.7333333333332,-0.602833936370883,3.84756946074109,0.555426494618593,10.33
H,Nb6Ti6,-0.8877548,hollow|A_B_B|FCC,L1_o,"['Ti', 'Ti', 'Nb']","[9, 10, 12]","['Ti', 'Ti', 'Nb', 'Nb', 'Ti', 'Ti', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,312.56,10.735,1.5597457398453236,6.80503,0.358,534.7333333333332,-0.602829777891606,3.847625360969,0.555420116519674,10.33
H,Nb6V6,-0.882277692,hollow|A_A_B|HCP,L1_o,"['V', 'Nb', 'Nb']","[10, 11, 12]","['V', 'V', 'Nb', 'Nb', 'V', 'V', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.575,1.609938143013936,6.754629,0.7856666666666667,636.4666666666666,-0.978863273120676,4.48995089483151,0.642057096841373,22.05
H,Nb6V6,-0.810493654,hollow|A_A_B|FCC,L1_o,"['V', 'Nb', 'Nb']","[9, 11, 12]","['V', 'V', 'Nb', 'Nb', 'V', 'V', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.575,1.609938143013936,6.754629,0.7856666666666667,636.4666666666666,-0.978859703469426,4.48997832130297,0.642054664088647,22.05
H,Nb6V6,-0.918787342,hollow|A_B_B|HCP,L1_o,"['V', 'V', 'Nb']","[9, 10, 11]","['V', 'V', 'Nb', 'Nb', 'V', 'V', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.575,1.6199380152069756,6.750408,0.6553333333333333,556.1333333333333,-0.70065447445986,3.97215462911963,0.599405808037013,22.05
H,Nb6V6,-0.873371679,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Nb']","[9, 10, 12]","['V', 'V', 'Nb', 'Nb', 'V', 'V', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.575,1.6199380152069756,6.750408,0.6553333333333333,556.1333333333333,-0.700530168641189,3.9721019811563,0.599374512409828,22.05
H,Nb6W6,-1.350000428,hollow|A_A_B|HCP,L1_o,"['Nb', 'Nb', 'W']","[9, 10, 11]","['Nb', 'Nb', 'W', 'W', 'Nb', 'Nb', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.28,10.15,1.821310491970004,7.1272433333333325,0.8827533333333333,756.1999999999999,-1.06799761097601,4.98809691051882,0.630768126291568,4.896
H,Nb6W6,-0.809907112,hollow|A_A_B|FCC,L1_o,"['Nb', 'Nb', 'W']","[9, 10, 12]","['Nb', 'Nb', 'W', 'W', 'Nb', 'Nb', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.28,10.15,1.821310491970004,7.1272433333333325,0.8827533333333333,756.1999999999999,-1.06767767888451,4.98801502472459,0.630703225793185,4.896
H,Nb6W6,-0.903549375,hollow|A_B_B|HCP,L1_o,"['Nb', 'W', 'W']","[10, 11, 12]","['Nb', 'Nb', 'W', 'W', 'Nb', 'Nb', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.28,10.15,2.0732324426000117,7.495636666666666,0.8495066666666666,795.6,-1.18655265638671,5.04627333669243,0.65486895475819,4.896
H,Nb6W6,-0.797569062,hollow|A_B_B|FCC,L1_o,"['Nb', 'W', 'W']","[9, 11, 12]","['Nb', 'Nb', 'W', 'W', 'Nb', 'Nb', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.28,10.15,2.0732324426000117,7.495636666666666,0.8495066666666666,795.6,-1.18655866578597,5.04625416882451,0.65487135773428,4.896
H,Nb6Y6,-0.400032105,bridge|B_B|A,L1_o,"['Y', 'Y']","[11, 12]","['Nb', 'Nb', 'Y', 'Y', 'Nb', 'Nb', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,347.39,15.355,1.22,6.21726,0.307,391.4,-0.904527367742225,5.77451854678808,0.486903972153932,21.4
H,Nb6Y6,-0.917184183,hollow|A_A_B|HCP,L1_o,"['Nb', 'Nb', 'Y']","[9, 10, 11]","['Nb', 'Nb', 'Y', 'Y', 'Nb', 'Nb', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,347.39,15.355,1.4617281094908166,6.57832,0.7130000000000001,608.3333333333333,-0.830812681084622,4.33259422496896,0.625314151696152,21.4
